Player_Name,avg(Innings Batting Strike Rate),avg(Innings Economy Rate),Player_Id,DOB,Batting_Hand,Bowling_Skill,Country
HJH Marshall,79.75999959309895,null,null,null,null,null,null
Abu Jayed,45.83000183105469,9.776666641235352,null,null,null,null,null
JK Kamande,65.92111121283637,6.023999977111816,null,null,null,null,null
Noor Ali Zadran,100.29850063323974,null,null,null,null,null,null
TL Best,188.8800048828125,7.859999974568685,null,null,null,null,null
HC Overdijk,185.7100067138672,8.606666564941406,null,null,null,null,null
SM Sharif,97.64750003814697,8.45609755632354,null,null,null,null,null
B Lee,109.6216672261556,7.79920000076294,66,11/8/1976,Right_Hand,Right-arm fast,Australia
AG Prince,83.33000183105469,null,null,null,null,null,null
O Thomas,50,8.901176452636719,null,null,null,null,null
GJ Hopkins,95.35249996185303,null,null,null,null,null,null
AR Patel,125.25571550641742,7.537272713401101,374,1/20/1994,Left_Hand,Slow left-arm orthodox,India
BMAJ Mendis,108.49066797892253,7.196428571428571,348,1/15/1983,Left_Hand,Legbreak,Sri Lanka
NM Coulter-Nile,95.53133392333984,8.366666652538159,371,10/11/1987,Right_Hand,Right-arm fast,Australia
Shahriar Nafees,147.0500030517578,null,null,null,null,null,null
RD Berrington,107.60685239014802,7.990270253774282,null,null,null,null,null
AN Petersen,76.18500137329102,null,null,null,null,null,null
Mohammad Hafeez,103.49647799405184,6.822835801252678,5,10/17/1980,Right_Hand,Right-arm offbreak,Pakistan
Saad Nasim,84.29500198364258,12,null,null,null,null,null
LPC Silva,98.26600189208985,4.75,111,12/14/1979,Right_Hand,Legbreak,Sri Lanka
RG Aga,92.41611099243164,6.969473688225997,null,null,null,null,null
LN Onyango,87.5,9.547999954223632,null,null,null,null,null
Asghar Afghan,96.04424001859581,6,null,null,null,null,null
Joginder Sharma,null,9.572499990463257,119,10/23/1983,Right_Hand,Right-arm fast-medium,India
PHKD Mendis,90.6974983215332,10,null,null,null,null,null
SW Poynter,115.06380934942337,null,null,null,null,null,null
D Murphy,105.0575008392334,null,null,null,null,null,null
IE O'Brien,null,10.25,null,null,null,null,null
YK Pathan,122.08888922797308,8.614117622375488,31,11/17/1982,Right_Hand,Right-arm offbreak,India
Nazimuddin,65.0585708618164,null,null,null,null,null,null
H Davids,76.78444417317708,6.5,null,null,null,null,null
BJ Watling,65.39999961853027,null,null,null,null,null,null
MDK Perera,16.665000915527344,7.273333231608073,null,null,null,null,null
CR Ervine,85.65060551961263,null,null,null,null,null,null
Afif Hossain,80.1977776421441,10.16583334406217,null,null,null,null,null
A Neill,null,7.7,null,null,null,null,null
DJ Malan,138.53400115966798,13.5,null,null,null,null,null
RR Emrit,79.44333394368489,9.75,null,null,null,null,null
RG Sharma,117.51575782082297,10.536666658189562,57,4/30/1987,Right_Hand,Right-arm offbreak,India
T Mupariwa,200,7.727499961853027,null,null,null,null,null
TLW Cooper,113.02058881871841,8.369999991522896,null,null,null,null,null
AN Kervezee,95.21300201416015,null,null,null,null,null,null
Saqib Zulfiqar,58.33250045776367,6.039999961853027,null,null,null,null,null
Ahsan Malik,114.02750015258789,7.517586198346368,null,null,null,null,null
MS Kasprowicz,60,8.289999961853027,null,null,null,null,null
LL Tsotsobe,21.426666577657063,7.571739124215168,null,null,null,null,null
GE Mathurin,87.5,7.333333333333333,null,null,null,null,null
S Badrinath,116.20999908447266,null,23,8/30/1980,Right_Hand,Right-arm offbreak,India
STR Binny,143.83499908447266,14.333333333333334,255,6/3/1984,Right_Hand,Right-arm medium,India
KC Sangakkara,108.690189145646,null,26,10/27/1977,Left_Hand,Right-arm offbreak,Sri Lanka
SJ Baard,114.68384493314304,null,null,null,null,null,null
MP Stoinis,102.01785741533551,9.011999956766765,409,8/16/1989,Right_Hand,Right-arm medium,Australia
R Telemachus,166.66000366210938,7.5,null,null,null,null,null
Ahmed Shehzad,101.89983064037258,10,null,null,null,null,null
Rumman Raees,null,7.693750023841858,null,null,null,null,null
AC Douglas,83.84333356221516,6.855000019073486,null,null,null,null,null
CO Obuya,94.9400002450654,6.496111075083415,null,null,null,null,null
MM Ali,100.1329174041748,8.743600006103515,null,null,null,null,null
RT Ponting,96.099374294281,null,3,12/19/1974,Right_Hand,Right-arm medium,Australia
R Flannigan,90.8650016784668,null,null,null,null,null,null
SG Whittingham,null,8.166666666666666,null,null,null,null,null
Raees Ahmadzai,133.73666636149088,null,null,null,null,null,null
JE Root,109.46733462015787,11.258888880411783,null,null,null,null,null
RR Hendricks,106.80695658144744,null,null,null,null,null,null
D Ganga,83.87000274658203,null,null,null,null,null,null
D Bishoo,65,7.404285703386579,null,null,null,null,null
B Kumar,85.18333392673068,6.909767428109812,299,2/5/1990,Right_Hand,Right-arm medium,India
Faheem Ashraf,99.84555519951715,7.202692274863903,null,null,null,null,null
B Fernando,66.66000366210938,9.699999809265137,null,null,null,null,null
CG Williams,105.90666715304057,6.48199999332428,null,null,null,null,null
R McLaren,68.75,8.12083331743876,210,2/9/1983,Left_Hand,Right-arm medium-fast,South Africa
WIA Fernando,89.28100128173828,null,null,null,null,null,null
KS Lokuarachchi,55,8.125,null,null,null,null,null
Sikandar Raza,93.69817184120096,8.593768105990645,null,null,null,null,null
LV van Beek,52.915000915527344,9.701428549630302,null,null,null,null,null
CR Brathwaite,113.65407449227793,8.841282037588266,408,7/18/1988,Right_Hand,Right-arm fast-medium,West Indies
AB Barath,58.54999923706055,null,227,4/14/1990,Right_Hand,Right-arm offbreak,India
DAS Gunaratne,94.84916750590007,9.517000007629395,null,null,null,null,null
Shafiul Islam,55.69500080744425,8.402033870503054,null,null,null,null,null
IA Karim,78.77812540531158,null,null,null,null,null,null
Rokhan Barakzai,null,7.4433333079020185,null,null,null,null,null
PM Siddle,100,7.25,null,null,null,null,null
K Rabada,60.52357155936105,8.710563364163251,null,null,null,null,null
JD Unadkat,null,8.54399995803833,346,10/18/1991,Right_Hand,Left-arm medium,India
A Dananjaya,84.51181827891956,7.917727253653786,null,null,null,null,null
LJ Tucker,93.9502566410945,null,null,null,null,null,null
JM Anderson,50,7.9084210646779916,null,null,null,null,null
T Bavuma,140.3279998779297,null,null,null,null,null,null
DR Flynn,100.93600158691406,7,null,null,null,null,null
R Ashwin,121.93090959028764,7.199565213659535,201,9/17/1986,Right_Hand,Right-arm offbreak,India
Mohammed Siraj,null,12.333333333333334,null,null,null,null,null
AJ Ireland,66.66000366210938,11,null,null,null,null,null
Sohag Gazi,92.97500101725261,8.54099998474121,null,null,null,null,null
N Pooran,115.87142910276141,null,null,null,null,null,null
AB Agarkar,102.7750015258789,7.583333333333333,82,12/4/1977,Right_Hand,Right-arm fast,India
Anamul Haque,112.82615485558144,null,null,null,null,null,null
Gulbadin Naib,108.63747883672299,8.850999988449944,null,null,null,null,null
TT Bresnan,117.59238106863839,7.989999995512121,null,null,null,null,null
AJ Strauss,89.40999984741211,null,null,null,null,null,null
KH Pandya,121.6988885667589,8.069444470935398,413,3/24/1991,Left_Hand,Slow left-arm orthodox,India
H Klaasen,134.25562524795532,null,null,null,null,null,null
RJ Peterson,89.34833335876465,7.753157866628547,323,8/4/1979,Left_Hand,Slow left-arm orthodox,South Africa
AR Nurse,126.13125038146973,7.84538459777832,null,null,null,null,null
MJ Santner,130.98161340528918,7.652325574741807,null,null,null,null,null
S Tyagi,null,10.5,218,9/17/1987,Right_Hand,Right-arm medium,India
JJ Celestine,35.44666544596354,null,null,null,null,null,null
Saqlain Sajib,null,11.420000076293945,null,null,null,null,null
SR Thompson,113.24069003401131,8.78466664950053,null,null,null,null,null
NG Jones,91.8174991607666,7,null,null,null,null,null
CA Young,58.40800018310547,8.766321826255185,null,null,null,null,null
SM Curran,133.83666483561197,9.3,null,null,null,null,null
BCJ Cutting,93.75,9.1875,385,1/30/1987,Right_Hand,Right-arm fast-medium,Australia
JL Ontong,127.11900024414062,13.625,null,null,null,null,null
M Zondeki,0,13.65999984741211,null,null,null,null,null
V Permaul,null,16,null,null,null,null,null
Mohammad Irfan,61.11000061035156,7.671363613822243,null,null,null,null,null
DSK Madushanka,null,11.804999828338623,null,null,null,null,null
TL Chatara,61.426666259765625,8.007142838977632,null,null,null,null,null
MR Swart,102.69000091552735,6.62849999666214,null,null,null,null,null
BM Wheeler,100,10.264999866485596,null,null,null,null,null
MN Waller,131.10200042724608,7.666666666666667,null,null,null,null,null
BB Chari,42.590000788370766,null,null,null,null,null,null
AJ Staal,89.03875064849854,null,null,null,null,null,null
AC Botha,74.62272713401101,5.140999984741211,null,null,null,null,null
MJ Mason,100,7.21999994913737,null,null,null,null,null
MF Maharoof,62.80200042724609,8.02999997138977,90,9/7/1984,Right_Hand,Right-arm fast-medium,India
PDRL Perera,null,10.789999961853027,null,null,null,null,null
DT Tiripano,79.021764867446,8.591249965131283,null,null,null,null,null
VS Solanki,138.23333231608072,null,null,null,null,null,null
JN Gillespie,133.3300018310547,12.25,null,null,null,null,null
CJ McKay,68.75,8.009999990463257,318,2/20/1983,Right_Hand,Right-arm fast-medium,Australia
Parvez Rasool,83.33000183105469,8,366,2/13/1989,Right_Hand,Right-arm offbreak,India
S Aravind,null,12,270,4/8/1984,Left_Hand,Left-arm medium-fast,India
Jubair Hossain,null,10,null,null,null,null,null
Samiullah Shinwari,108.46000064918381,6.7484210259036015,null,null,null,null,null
A Shahzad,0,9.026666641235352,null,null,null,null,null
WKD Perkins,81.80999755859375,null,null,null,null,null,null
PADLR Sandakan,74.78764657413258,7.494489786576252,null,null,null,null,null
AC Evans,6.6660003662109375,7.307199993133545,null,null,null,null,null
N Boje,null,6.75,null,null,null,null,null
SP Narine,112.8780014038086,6.1277550921148185,315,5/26/1988,Left_Hand,Right-arm offbreak,West Indies
JD Campbell,39.28499984741211,1,null,null,null,null,null
Shadab Khan,117.5030769935021,7.216842074143259,null,null,null,null,null
Rafatullah Mohmand,58.61000061035156,null,null,null,null,null,null
DAP Darrell,64.70800018310547,7,null,null,null,null,null
AR Cusack,108.56799969673156,7.155757568099282,null,null,null,null,null
PJ van Biljon,133.74625205993652,null,null,null,null,null,null
HMCM Bandara,75.92333221435547,7.1875,null,null,null,null,null
ML Nkala,33.33000183105469,null,null,null,null,null,null
SR Bhudia,40.47333335876465,6.707499980926514,null,null,null,null,null
MR Adair,124.52266794840494,6.957222236527337,null,null,null,null,null
M Nasim Baras,50,6.829999923706055,null,null,null,null,null
F Behardien,126.8086669921875,5.666666666666667,428,10/9/1983,Right_Hand,Right-arm fast-medium,South Africa
C Munro,132.0931158847496,10.707499980926514,411,3/11/1987,Left_Hand,Right-arm medium-fast,New Zealand
M Vijay,90.51444498697917,4.5,185,4/1/1984,Right_Hand,Right-arm offbreak,India
Z Groenewald,61.38750076293945,6.398999977111816,null,null,null,null,null
G Goudie,137.3000005086263,9.911111036936441,null,null,null,null,null
Javed Ahmadi,60,null,null,null,null,null,null
AD Mascarenhas,95.95750045776367,7.957857131958008,137,10/30/1977,Right_Hand,Right-arm fast-medium,England
PJ Ingram,35.6499989827474,null,null,null,null,null,null
LJ Woodcock,null,7.5,null,null,null,null,null
Taskin Ahmed,78.70166651407878,7.982352929956773,null,null,null,null,null
TG Southee,119.49666666101527,8.624057963274527,377,12/11/1988,Right_Hand,Right-arm medium-fast,New Zealand
Shahzaib Hasan,61.44300003051758,null,null,null,null,null,null
Aamer Yamin,250,6.125,null,null,null,null,null
Shakeel Ansar,0,null,null,null,null,null,null
GE Kidd,100,10.65999984741211,null,null,null,null,null
NFI McCallum,47.10857173374721,null,null,null,null,null,null
SR Patel,82.57153848501352,8.537999979654948,null,null,null,null,null
DJG Sammy,136.1283325354258,8.074385948348464,362,12/20/1983,Right_Hand,Right-arm medium-fast,West Indies
GH Worker,135.4199981689453,9.5,null,null,null,null,null
SE Bond,92.26000022888184,7.014999985694885,220,6/7/1975,Right_Hand,Right-arm fast,New Zealand
BB Sran,null,5.125,429,12/10/1992,Left_Hand,Left-arm medium,India
BAW Mendis,84.04666662216187,6.415384610493978,174,3/11/1985,Right_Hand,Right-arm offbreak,Sri Lanka
AK Kitchen,154.38500022888184,7.083333333333333,null,null,null,null,null
AF Milne,92.06000137329102,7.6466666630336215,461,4/13/1992,Right_Hand,Right-arm fast,New Zealand
HH Pandya,153.8779993057251,8.538205122336363,400,10/11/1993,Right_Hand,Right-arm medium-fast,India
SF Mire,105.7549991607666,10.981999969482422,null,null,null,null,null
PA van Meekeren,74.76750087738037,6.961538467651758,null,null,null,null,null
Mahmudullah,112.31631424467443,7.849090896953236,null,null,null,null,null
Soumya Sarkar,99.63444442219205,11.196428571428571,null,null,null,null,null
RD McCann,50,null,null,null,null,null,null
JWM Dalrymple,88.31000010172527,8.5,null,null,null,null,null
TM Head,126.3346664428711,10.333333333333334,417,12/29/1993,Left_Hand,Right-arm offbreak,Australia
RN Lewis,0,9,null,null,null,null,null
Sarfaraz Ahmed,104.66692352294922,null,null,null,null,null,null
DPMD Jayawardene,114.22849136928342,8,64,5/27/1977,Right_Hand,Right-arm medium,Sri Lanka
EMDY Munaweera,115.49615419827975,10.6,null,null,null,null,null
Shahadat Hossain,52.08250045776367,9.859999974568685,null,null,null,null,null
JM How,73.69799919128418,null,null,null,null,null,null
RW Price,44.760001046316965,6.192499995231628,449,6/12/1976,Right_Hand,Slow left-arm orthodox,Zimbabwea
Mashrafe Mortaza,113.56794934395032,8.024339621921754,195,10/5/1983,Right_Hand,Right-arm fast-medium,Bangladesh
T Banton,170,null,null,null,null,null,null
JN Snape,63.630001068115234,12,null,null,null,null,null
A Nel,0,5.25,438,7/15/1977,Right_Hand,Right-arm fast-medium,South Africa
SJ Benn,100.09857177734375,7.265833298365275,null,null,null,null,null
AM Ellis,114.66600036621094,10.207499980926514,null,null,null,null,null
DR Tuffey,125,10,null,null,null,null,null
V Sehwag,138.06499989827475,20,41,10/20/1978,Right_Hand,Right-arm offbreak,India
N Dickwella,120.75272802873091,null,null,null,null,null,null
BV Vitori,104.16500091552734,8.278181856328791,null,null,null,null,null
Ziaur Rahman,105.20833333333333,12.112499952316284,null,null,null,null,null
Mahedi Hasan,87.5,8.628888871934679,null,null,null,null,null
PL Mommsen,112.06105202122738,7.367142813546317,null,null,null,null,null
K Santokie,null,7.110833326975505,456,12/20/1984,Left_Hand,Left-arm medium,West Indies
KV Sharma,null,7,166,10/23/1987,Left_Hand,Legbreak googly,India
KMDN Kulasekara,90.0456672668457,7.386206900251323,324,7/22/1982,Right_Hand,Right-arm fast-medium,Sri Lanka
PJ Moor,134.04684327778062,null,null,null,null,null,null
KS Leverock,103.37666765848796,8.697499990463257,null,null,null,null,null
SJS Smith,41.93000030517578,null,null,null,null,null,null
LS Livingstone,44.439998626708984,null,null,null,null,null,null
JD Nel,121.14200134277344,5.656666649712457,null,null,null,null,null
J Theron,72.91666666666667,8.529999997880724,233,7/24/1985,Right_Hand,Right-arm medium-fast,South Africa
JN Mohammed,73.84250068664551,6.5,null,null,null,null,null
SS Iyer,115.28368342550178,null,393,12/6/1994,Right_Hand,Legbreak googly,India
T Taibu,87.84133402506511,10.25,129,5/14/1983,Right_Hand,Right-arm medium,Zimbabwea
TP Visee,116.28333452012804,null,null,null,null,null,null
RML Taylor,127.89499918619792,8.203333324856228,null,null,null,null,null
SC Kuggeleijn,129.83999888102213,9.929999987284342,null,null,null,null,null
S Dhawan,110.52610211453195,null,42,12/5/1985,Left_Hand,Right-arm offbreak,India
GB Brent,40,8.693333307902018,null,null,null,null,null
DL Hemp,33.33000183105469,null,null,null,null,null,null
RJ Trott,45.70200119018555,7.50769226367657,null,null,null,null,null
Nasir Hossain,103.08826048477836,9.118181748823686,null,null,null,null,null
Najeeb Tarakai,101.24333349863689,null,null,null,null,null,null
Zamir Khan,null,6.5,null,null,null,null,null
JS Foster,105.66600036621094,null,null,null,null,null,null
BM Duckett,128.57000732421875,null,null,null,null,null,null
HF Gurney,null,6.875,null,null,null,null,null
NV Ojha,38.88499927520752,null,183,7/20/1983,Right_Hand,NULL,India
GJ Maxwell,135.54370442143193,8.036999988555909,305,10/14/1988,Right_Hand,Right-arm offbreak,Australia
SNJ O'Keefe,99.16600036621094,8.035714285714286,null,null,null,null,null
R Dravid,147.61000061035156,null,6,1/11/1973,Right_Hand,Right-arm offbreak,India
SL Malinga,69.71663085274075,7.378380565025545,194,8/28/1983,Right_Hand,Right-arm fast,Sri Lanka
N Madziva,92.41900024414062,8.914666652679443,null,null,null,null,null
RN ten Doeschate,115.593637639826,6.8,284,6/30/1980,Right_Hand,Right-arm medium-fast,Netherlands
T van der Gugten,116.49800109863281,7.458684174638045,null,null,null,null,null
Simi Singh,79.39136453108354,8.865072443865348,null,null,null,null,null
B Laughlin,null,10,343,10/3/1982,Right_Hand,Right-arm fast-medium,Australia
CK Langeveldt,38.88666788736979,7.369999991522895,242,12/17/1974,Right_Hand,Right-arm fast-medium,England
FA Allen,91.96827592520879,7.194374978542328,null,null,null,null,null
LJ Wright,97.38795482028614,8.619565217391305,358,3/7/1985,Right_Hand,Right-arm medium-fast,England
Saeed Ajmal,94.67315834446957,6.380952373383537,null,null,null,null,null
OO Bascome,71.66333516438802,null,null,null,null,null,null
MA Leask,97.30333455403645,9.397727272727273,null,null,null,null,null
GT Main,null,10,null,null,null,null,null
JJ Roy,124.36485748291015,null,null,null,null,null,null
AJ Turner,86.4442879813058,7,null,null,null,null,null
GJP Kruger,60,7.25,null,null,null,null,null
DM Bravo,89.54833348592122,null,null,null,null,null,null
Abul Hasan,139.5800018310547,10.397999954223632,null,null,null,null,null
Rashid Khan,141.1316925048828,5.918043468309485,null,null,null,null,null
MA Carberry,100,null,null,null,null,null,null
TB de Bruyn,153.3300018310547,null,null,null,null,null,null
KJ Abbott,110.41666666666667,7.733333360581171,416,6/18/1987,Right_Hand,Right-arm fast-medium,South Africa
AB Dinda,85,8.434444427490234,106,3/25/1984,Right_Hand,Right-arm medium-fast,India
R Dhawan,50,10.5,356,2/19/1990,Right_Hand,Right-arm medium-fast,India
NM Carter,33.329999923706055,6.3442856924874445,null,null,null,null,null
GJ Bailey,118.40759994506836,null,197,9/7/1982,Right_Hand,Right-arm medium,Australia
CR Foggo,64.84666697184245,null,null,null,null,null,null
B Zuiderent,81.14333470662434,null,null,null,null,null,null
N Davin,143.05999898910522,null,null,null,null,null,null
PC Connell,41.666666666666664,6.881250023841858,null,null,null,null,null
M Ntini,83.33250045776367,9.723999977111816,122,7/6/1977,Right_Hand,Right-arm fast,South Africa
SV Samson,144.79000091552734,null,351,11/11/1994,Right_Hand,NULL,India
M Bhanuka,0,null,null,null,null,null,null
Farhad Reza,78.23111195034451,9.636363636363637,null,null,null,null,null
RJW Topley,50,11.066666603088379,null,null,null,null,null
MA Starc,100.95142909458706,6.937934774419536,378,1/30/1990,Left_Hand,Left-arm fast,Australia
RR Sarwan,111.83875012397766,5,76,6/23/1980,Right_Hand,Legbreak,West Indies
OL Pitcher,67.59000015258789,7,null,null,null,null,null
Wahab Riaz,108.93615487905649,7.881000010172526,null,null,null,null,null
TN de Grooth,106.97230823223407,null,null,null,null,null,null
Ariful Haque,90.44875144958496,13,null,null,null,null,null
MH Cross,107.38314323425293,null,null,null,null,null,null
MW Parkinson,null,9.375,null,null,null,null,null
RLB Rambukwella,118.75,7.775000095367432,null,null,null,null,null
C Zhuwao,34.162858145577566,3,null,null,null,null,null
Naeem Islam,109.22500038146973,8.318333307902018,null,null,null,null,null
HA Varaiya,87.30333370632596,6.74208332101504,null,null,null,null,null
E Otieno,56.93000078201294,7.840555535422431,null,null,null,null,null
P Mustard,160.25,null,null,null,null,null,null
GD McGrath,41.65999984741211,9.875,118,2/9/1970,Right_Hand,Right-arm fast-medium,Australia
JE Taylor,140.63928604125977,8.743999989827474,282,6/22/1984,Right_Hand,Right-arm fast,New Zealand
AR Adams,110,10.837500095367432,null,null,null,null,null
HK Bennett,50,9.531999969482422,null,null,null,null,null
F Mutizwa,76.47000122070312,null,null,null,null,null,null
CJ Dala,52.165000915527344,9.776666641235352,null,null,null,null,null
SMSM Senanayake,75.03363591974431,6.723478234332541,352,2/9/1985,Right_Hand,Right-arm offbreak,Sri Lanka
CT Mutombodzi,69.89435968643579,7.359999974568685,null,null,null,null,null
ES Szwarczynski,91.58000055948894,null,null,null,null,null,null
PJ Ongondo,78.6500015258789,7.07124999165535,null,null,null,null,null
GSNFG Jayasuriya,92.62130538277005,10.104687482118607,null,null,null,null,null
JRMVB Sanjaya,131.4260009765625,8.90499997138977,null,null,null,null,null
J Nyumbu,58.33000183105469,12.65999984741211,null,null,null,null,null
GC Smith,115.18303079316111,15.5,74,2/1/1981,Left_Hand,Right-arm offbreak,South Africa
DJ Vilas,null,null,null,null,null,null,null
JS Patel,50,8.123999977111817,null,null,null,null,null
DT Johnston,136.11736859773336,6.586071423121861,null,null,null,null,null
MA Parker,null,10.75,null,null,null,null,null
OA Shah,117.88200022379557,null,204,10/22/1978,Right_Hand,Right-arm offbreak,England
L Sipamla,0,9.339999961853028,null,null,null,null,null
K Pierre,76.25,9.657999992370605,null,null,null,null,null
AM Rahane,100.70350036621093,null,85,6/6/1988,Right_Hand,Right-arm medium,India
CK Coventry,121.62250010172527,null,null,null,null,null,null
MO Jones,99.36857223510742,8.404285703386579,null,null,null,null,null
Shakib Al Hasan,104.36506724039714,6.886666660308838,276,3/24/1987,Left_Hand,Slow left-arm orthodox,Bangladesh
RM West,100,7.55,null,null,null,null,null
BA Stokes,138.38304403553838,9.155714262099494,null,null,null,null,null
L Vincent,83.0911110772027,null,null,null,null,null,null
Usman Ghani,93.85576319290419,null,null,null,null,null,null
SCJ Broad,114.86680007934571,7.897272708199241,null,null,null,null,null
DE Bollinger,100,7.119999991522895,248,7/24/1981,Left_Hand,Left-arm fast-medium,Australia
OC McCoy,95.83000183105469,14.65999984741211,null,null,null,null,null
Imam-ul-Haq,81.66500091552734,null,null,null,null,null,null
MG Erasmus,120.37500054495675,5.421999979019165,null,null,null,null,null
BM Scholtz,54.755001068115234,5.445714269365583,null,null,null,null,null
JC Buttler,124.06000080108643,null,407,9/8/1990,Right_Hand,NULL,England
DC Thomas,null,null,null,null,null,null,null
IH Romaine,39.58000183105469,4.559999942779541,null,null,null,null,null
S Snater,72.57000122070312,9.49583331743876,null,null,null,null,null
DI Allan,53.04900064468384,9.75,null,null,null,null,null
ZE Green,116.93818179043856,null,null,null,null,null,null
AB de Villiers,118.67973038956926,null,110,2/17/1984,Right_Hand,Right-arm medium,South Africa
C Jonker,182.0800018310547,null,null,null,null,null,null
S Badree,76.44857215881348,6.210799987316132,452,3/9/1981,Right_Hand,Legbreak,West Indies
Robiul Islam,null,13,null,null,null,null,null
C Viljoen,102.10166676839192,6.9375,null,null,null,null,null
OJ Hairs,124.21143014090401,null,null,null,null,null,null
SM Harwood,null,9.416666666666666,184,3/1/1974,Right_Hand,Right-arm fast-medium,Australia
B Geeves,null,10.5,436,6/13/1982,Right_Hand,Right-arm fast-medium,Australia
A Nortje,33.33000183105469,8.5,null,null,null,null,null
Mohammad Naim,96.55125093460083,null,null,null,null,null,null
JM Bairstow,126.5428124666214,null,null,null,null,null,null
MJ Clarke,92.32555671974465,9.465999984741211,328,4/2/1981,Right_Hand,Slow left-arm orthodox,Australia
DG Brownlie,25,null,null,null,null,null,null
UT Yadav,50,8.785714285714286,232,10/25/1987,Right_Hand,Right-arm fast-medium,India
Mohammad Rizwan,89.56285749162946,null,null,null,null,null,null
JDF Vandersay,135.71249961853027,8.340999984741211,null,null,null,null,null
TP Kamungozi,null,8.5,null,null,null,null,null
BFW de Leede,77.39500045776367,13.5,null,null,null,null,null
CP Schofield,121.72500228881836,8.082499980926514,null,null,null,null,null
BE Hendricks,58.522499084472656,9.369999995598427,387,6/8/1990,Left_Hand,Left-arm fast-medium,South Africa
BA Parchment,166.66000366210938,null,null,null,null,null,null
Abdul Razzaq,111.47448348999023,7.931818160143766,null,null,null,null,null
AO Suji,72.79249954223633,7.410000006357829,null,null,null,null,null
AJ Tye,97.96599998474122,9.017999992370605,null,null,null,null,null
T Henderson,0,7.75,159,8/1/1974,Right_Hand,Right-arm fast-medium,South Africa
I Udana,122.81847497972392,8.40249997973442,null,null,null,null,null
JJ Tucker,86.74200134277343,10,null,null,null,null,null
KC Hodsoll,0,8,null,null,null,null,null
RM Haq,57.872000503540036,6.2944999694824215,null,null,null,null,null
MA Wood,111.10500144958496,9.612499952316284,null,null,null,null,null
M Morkel,115.55500030517578,7.560731701734589,190,10/6/1984,Left_Hand,Right-arm fast,South Africa
R Vinay Kumar,50,8.045555538601345,81,2/12/1984,Right_Hand,Right-arm medium,India
Mohammad Amir,73.20500000317891,6.957916662096977,null,null,null,null,null
D Jakiel,null,6.204999923706055,null,null,null,null,null
SD Outerbridge,93.01333363850911,null,null,null,null,null,null
SKW Kelly,59.520002365112305,7.333333333333333,null,null,null,null,null
Alok Kapali,56.54714284624372,7.75,null,null,null,null,null
ME Trescothick,127.38666534423828,null,null,null,null,null,null
JH Kallis,114.96913047458814,7.946315765380859,9,10/16/1975,Right_Hand,Right-arm fast-medium,South Africa
LRPL Taylor,115.84173944722052,null,52,3/8/1984,Right_Hand,Right-arm offbreak,New Zealand
CJ Chibhabha,89.73406261205673,8.807727250185879,null,null,null,null,null
T Maruma,77.91833305358887,8,null,null,null,null,null
NW Bracken,115.65500068664551,6.8942105142693775,null,null,null,null,null
Fawad Ahmed,60,8.5,null,null,null,null,null
